group	names	scores	logfoldchanges	pvals	pvals_adj
0	PDE6A	36.304836	2.5590322	1.3571448288947649e-288	4.9672857882377294e-284
0	ANO2	34.148697	2.1197286	1.3980545341064634e-255	2.5585097001415335e-251
0	PCDH15	33.95198	2.0289772	1.1403291452636704e-252	1.3912395681931867e-248
0	CADM2	33.71967	1.0448532	2.9768569067155924e-249	2.723898491067435e-245
0	SAG	33.20409	2.2103052	9.397720997949099e-242	6.8793197249187e-238
0	ABCA4	33.128933	1.9180211	1.1391051554959301e-240	6.948731299384423e-237
0	NTM	33.12366	1.6991744	1.3566283107071478e-240	7.093421828598903e-237
0	EXOC4	32.939472	1.4378076	5.986319871024668e-238	2.7388161699921734e-234
0	AC044810.2	32.801422	2.1249523	5.619320998625355e-236	2.2852529763409622e-232
0	TTC39C	32.655743	1.965976	6.641601225002709e-234	2.4308924643632417e-230
0	SYNE2	32.634216	1.8629212	1.3419733433357826e-233	4.465233303584816e-230
0	RP1	32.219048	1.9143078	9.549807062666385e-228	2.9127707358387696e-224
0	THSD7B	32.052197	2.052653	2.0458684861260246e-225	5.760064035438356e-222
0	BBS9	32.049496	1.5725299	2.231156523230319e-225	5.833039993339492e-222
0	PTPN13	31.951056	1.8655813	5.22313571718854e-224	1.274479935898785e-220
0	CNGB1	31.777761	1.9136969	1.3135109547390464e-221	3.00473840340024e-218
0	DMD	31.664562	1.7535615	4.780117644110627e-220	1.0291593287770181e-216
0	USH2A	31.554852	1.9617306	1.5383027953954382e-218	2.96333792706676e-215
0	PRPH2	31.47527	1.8491377	1.8939425701500353e-217	3.4660096005030723e-214
0	MARCH1	31.283218	1.5797205	7.893368183828342e-215	1.375738899506196e-211
0	HCN1	31.048634	1.7227373	1.190387857730675e-211	1.894321129600019e-208
0	DISC1	30.988525	1.8278787	7.695693646539369e-211	1.1736253464874476e-207
0	AC079362.1	30.830786	1.9331638	1.0137585932298966e-208	1.4841831308322979e-205
0	MAK	30.706577	1.6554306	4.649934091843555e-207	6.545855295983306e-204
0	EPB41L2	30.66969	1.5577253	1.444100324316209e-206	1.9576117026036134e-203
0	GNB1	30.380646	1.6631591	9.897303399583301e-203	1.2937542918862443e-199
0	PPEF2	30.366282	1.9270031	1.531798646885261e-202	1.9332883542981874e-199
0	LHFPL3	30.130625	1.5543269	1.9246555583826157e-199	2.3481439364120704e-196
0	EYS	30.000515	2.3161879	9.662704831073152e-198	1.1408537403938981e-194
0	AIPL1	29.848028	1.6575956	9.311536705611768e-196	1.065036109256551e-192
0	EPS8	29.776312	1.7582961	7.917825210876133e-195	8.781827895250827e-192
0	PROM1	29.524536	1.6899177	1.3944421407360991e-191	1.5011169645024107e-188
0	GPC6	29.514143	1.7355793	1.8957773441129107e-191	1.9824956163393326e-188
0	AC130415.1	29.46269	1.8331835	8.659366927835219e-191	8.803930247936023e-188
0	TMEM108	29.332737	1.7097423	3.9676961771592896e-189	3.924909399465059e-186
0	IMPG2	29.327883	1.6959141	4.575499787228218e-189	4.407049150324737e-186
0	NR2E3	29.276266	1.8354388	2.0800072031522118e-188	1.9520600933993358e-185
0	IMPG1	29.175087	1.7166533	4.0159317895119444e-187	3.674677985698167e-184
0	AL353784.1	29.022392	1.739756	3.4335104960685685e-185	3.0651199430879436e-182
0	COL25A1	28.899746	1.8895978	1.2027187557616064e-183	1.048112123324537e-180
0	MAP2	28.662764	1.2435365	1.1115012772898023e-180	9.460943779089315e-178
0	ARMC9	28.606863	1.6223794	5.520020975728135e-180	4.591779266650579e-177
0	PDE6G	28.049856	1.5383897	4.0107531924138974e-173	3.2621683910120233e-170
0	CNGA1	27.78234	1.7033371	7.090884647383149e-170	5.6420319343232746e-167
0	GNAT1	27.662798	1.7289846	1.9580115072010721e-168	1.5247910462780095e-165
0	ESRRB	27.32592	1.7252424	2.0876792421608693e-164	1.5918989154652077e-161
0	PDE6B	27.282719	1.5795714	6.801890158953887e-164	5.0807343205688e-161
0	RIMS2	27.200325	0.92229724	6.43747640040537e-163	4.712361474624739e-160
0	UNC5C	27.168213	1.6742363	1.5429173933612258e-162	1.107300382635573e-159
0	CASZ1	26.963295	1.5643151	3.98425019929128e-160	2.8043757989280797e-157
1	PDE6A	31.874199	2.3111956	6.083712011335259e-223	2.2266994332688185e-218
1	CADM2	30.187414	0.96026295	3.4649286470427265e-200	3.170496335260271e-196
1	CNGB1	29.772139	1.7465954	8.96637021208318e-195	6.56356232264913e-191
1	ANO2	29.397287	1.8667067	5.948091928132915e-190	3.628435211026547e-186
1	NTM	27.79708	1.4447528	4.705117088668671e-170	2.1526498820295255e-166
1	DMD	27.734121	1.5734447	2.708482220424706e-169	9.409007955184658e-166
1	EXOC4	27.733074	1.1866518	2.788412611376345e-169	9.409007955184658e-166
1	ABCA4	27.732569	1.60093	2.8277666595729963e-169	9.409007955184658e-166
1	PCDH15	27.719833	1.76161	4.027067918653925e-169	1.2282892740887692e-165
1	EYS	27.258757	2.1671245	1.3086239356701503e-163	3.4212103335330835e-160
1	SYNE2	26.563313	1.5536946	1.8024513605423552e-155	4.123220140450672e-152
1	THSD7B	26.157824	1.6792167	8.029231953954025e-151	1.7286936396863017e-147
1	BBS9	25.205742	1.226274	3.46520709203946e-140	6.341502238786815e-137
1	RIMS2	24.977852	0.84815896	1.0642308539693665e-137	1.7705415220969448e-134
1	USH2A	23.768133	1.446382	7.136162001711431e-125	1.0882944392693337e-121
1	SAG	23.513216	1.5669351	2.987861655368107e-122	4.206104786466465e-119
1	HCN1	23.267069	1.2851211	9.557069897037344e-120	1.2955493159313474e-116
1	DSCAML1	22.825455	1.1026471	2.56261960508829e-115	3.025627102123758e-112
1	SORBS2	22.475546	1.0878068	7.201402069166318e-112	7.321625475932122e-109
1	DISC1	22.053541	1.2995685	8.833476463385634e-108	8.508265053588884e-105
1	PDE6G	22.032883	1.1484195	1.394133061283748e-107	1.3083760045140117e-104
1	EPB41L2	21.95021	1.0864918	8.620001745912617e-107	7.887517097553692e-104
1	AC044810.2	21.87519	1.4304781	4.47642874668592e-106	3.996140696523204e-103
1	MARCH1	21.859192	1.1539958	6.355973525358101e-106	5.538928261943615e-103
1	PTPN13	21.536154	1.2509543	7.139575268783814e-103	5.680773791581661e-100
1	PPP2R2B	21.472801	0.95427406	2.7964840837301353e-102	2.0470822789721337e-99
1	GPC6	21.446245	1.2696564	4.950352593430001e-102	3.5527030445515973e-99
1	LHFPL3	21.431274	1.083113	6.828424324520514e-102	4.80629151349568e-99
1	TMEM108	21.32479	1.2134004	6.685532404685844e-101	4.531429102664936e-98
1	PDE6B	21.255991	1.2714641	2.9017409882948515e-100	1.931029489319634e-97
1	AIPL1	20.395596	1.0923215	1.829703404147393e-92	1.0629995919872813e-89
1	AC079362.1	20.286142	1.3131075	1.7045787132519637e-91	9.45292204299017e-89
1	ARMC9	19.965061	1.122135	1.1089125909161265e-88	5.637126352794603e-86
1	PROM1	19.838425	1.0918375	1.3873774939032358e-87	6.956082692377032e-85
1	IMPG1	19.818537	1.1437653	2.0601156302222634e-87	1.0189498943481766e-84
1	TTC39C	19.583118	1.200382	2.1542294450325746e-85	1.0239863885407436e-82
1	CASZ1	19.305809	1.1287168	4.799785211191343e-83	2.1959617314351794e-80
1	RP1	19.230772	1.147438	2.0455799380371706e-82	9.020514615915479e-80
1	AKAP9	18.564003	0.77287734	6.284314076793081e-77	2.555690883607817e-74
1	SCAPER	18.510706	0.7010064	1.6926687987380302e-76	6.661652763721575e-74
1	CADM1	18.356113	0.58774614	2.949746866150119e-75	1.1246217192495885e-72
1	NEGR1	18.275066	0.7414027	1.3072937827195826e-74	4.833157549628226e-72
1	MAK	18.089851	0.970472	3.831169312450699e-73	1.388362653514931e-70
1	GNB1	17.640024	0.9604779	1.2140815077812576e-69	3.967553327348376e-67
1	GRB10	17.514326	0.8954108	1.1139889826501954e-68	3.514923340860328e-66
1	RCVRN	17.484856	0.8626618	1.8688561499023825e-68	5.796779995133652e-66
1	PRPH2	17.21698	1.0320213	1.9805507039980884e-66	5.799210905362722e-64
1	IMPG2	17.083395	0.97880375	1.9729491502554625e-65	5.554762449884629e-63
1	PPEF2	17.057236	1.1217974	3.088303563661328e-65	8.628625857524295e-63
1	MAP2	16.989109	0.64025086	9.887985512184223e-65	2.7417436191776874e-62
2	PDE6A	25.54905	2.201745	5.625938794892148e-144	2.059149858318475e-139
2	ANO2	24.579906	1.825036	2.072088105821627e-133	1.8960124190294343e-129
2	CADM2	24.107977	0.92596436	2.0617398019136432e-128	1.2576956414973541e-124
2	CNGB1	23.50022	1.632491	4.057679078786227e-122	2.121644456609353e-118
2	NTM	23.485819	1.4386649	5.694788869935553e-122	2.6054370928563897e-118
2	ABCA4	23.444876	1.628173	1.491005650272072e-121	6.063588645067567e-118
2	SYNE2	22.79491	1.5164963	5.150476790119536e-115	1.7137509181378647e-111
2	EYS	22.77823	2.1115167	7.537486483064436e-115	2.2989961897220118e-111
2	EXOC4	22.764278	1.1693622	1.0362555902759362e-114	2.917537758437657e-111
2	THSD7B	22.716408	1.7295312	3.084238132057383e-114	8.063299990816591e-111
2	PDE6G	22.48493	1.3830531	5.829301111120976e-112	1.4223883331209257e-108
2	DMD	22.433111	1.5252907	1.8708920676372094e-111	4.279782535474344e-108
2	PCDH15	22.383001	1.698904	5.763201791384228e-111	1.2408173456850244e-107
2	BBS9	22.044285	1.2569191	1.0837945168945595e-107	2.2037757284920985e-104
2	SAG	21.707983	1.6632764	1.7246124879959616e-104	3.3222390354284315e-101
2	HCN1	21.162987	1.3860791	2.095232918502187e-99	3.834381002504928e-96
2	AIPL1	21.108765	1.3093486	6.607606068155309e-99	1.1516428080978689e-95
2	LHFPL3	20.835089	1.2549607	2.0813067421524276e-96	3.3120829595443917e-93
2	USH2A	20.620356	1.496162	1.8022793682300153e-94	2.6386090862634713e-91
2	AC044810.2	20.49375	1.5385762	2.4479373011369486e-93	3.31840567255235e-90
2	RP1	20.13155	1.3790996	3.9058735563790776e-90	4.929616484035539e-87
2	EPB41L2	19.797134	1.1771269	3.1511908699693753e-87	3.720539904249971e-84
2	RIMS2	19.68586	0.816178	2.8506261950896997e-86	3.2604927927024407e-83
2	DISC1	19.50561	1.330148	9.837753870304358e-85	1.0911261497182114e-81
2	GPC6	19.297426	1.3570349	5.645263427490271e-83	5.903493905987754e-80
2	PPP2R2B	19.16034	1.0048202	7.935304488122462e-82	8.067779988049173e-79
2	TMEM108	19.055481	1.2995449	5.916983773464323e-81	5.853176299799127e-78
2	PTPN13	18.97542	1.2825086	2.7232969599365035e-80	2.5557792828368194e-77
2	AC079362.1	18.791168	1.3877128	8.919372446037239e-79	7.962389046278267e-76
2	PROM1	18.680021	1.2245953	7.199048208515113e-78	6.128741189992495e-75
2	ARMC9	18.680012	1.2440516	7.200236910731326e-78	6.128741189992495e-75
2	IMPG1	18.67357	1.2468545	8.123698187422088e-78	6.757624485405361e-75
2	MARCH1	18.213425	1.1556768	4.038723260412638e-74	3.079610626132562e-71
2	DSCAML1	18.135725	1.0884013	1.664885761098978e-73	1.2187296748396738e-70
2	RCVRN	18.102745	1.0548152	3.031753479934573e-73	2.175788414099712e-70
2	TTC39C	18.085047	1.2678984	4.180081419919059e-73	2.942214616354952e-70
2	PDE6B	17.9459	1.2365617	5.16670508539254e-72	3.438301324190043e-69
2	CADM1	17.873722	0.6677744	1.889579908365542e-71	1.213342354843635e-68
2	PPEF2	17.71264	1.3232692	3.349780780408544e-70	2.0780563787073412e-67
2	SORBS2	17.65412	1.042428	9.459745502397311e-70	5.7706024188874e-67
2	ROM1	17.518827	1.1856234	1.0292451118968703e-68	6.076032312989895e-66
2	MAK	17.513298	1.1170278	1.1342952933062124e-68	6.589895560365187e-66
2	PRPH2	17.26503	1.1864147	8.626003253245054e-67	4.783641592000337e-64
2	GNB1	17.085384	1.0852072	1.9068553498072823e-65	1.0263648920337696e-62
2	NEGR1	16.897774	0.8664632	4.672093316339187e-64	2.442904106733294e-61
2	CASZ1	16.701757	1.1373454	1.272600650315654e-62	6.2104608536271e-60
2	CNGA1	16.562403	1.2285893	1.3028549972088132e-61	6.274446809584181e-59
2	IMPG2	16.47748	1.1147373	5.325881018344759e-61	2.49913552759534e-58
2	MAP2	16.413235	0.7897105	1.5379055885382112e-60	7.125174993175578e-58
2	AHI1	16.145166	0.7656436	1.2281631842564985e-58	5.288470671408482e-56
3	PDE6A	25.288952	2.2443495	4.2260182646949424e-141	1.5467649450609958e-136
3	ANO2	23.011526	1.811959	3.573842371406048e-117	4.165463825030371e-113
3	PCDH15	22.251966	1.7164136	1.0795445461980427e-109	7.902481987078913e-106
3	CNGB1	22.220716	1.6611065	2.165903103392102e-109	1.3212369914542386e-105
3	NTM	21.772322	1.4354659	4.245679952575002e-105	2.2199447420599663e-101
3	THSD7B	21.517162	1.6946309	1.0754590612681004e-102	4.920359637684218e-99
3	ABCA4	21.405983	1.5661945	1.175183765955063e-101	4.7792112241912515e-98
3	EXOC4	21.349363	1.1714019	3.952898913755984e-101	1.446800531423828e-97
3	CADM2	21.29069	0.880785	1.3847339393132717e-100	4.6075133557095507e-97
3	SAG	20.590908	1.6898172	3.311005533583163e-94	9.322008733436719e-91
3	SYNE2	20.344233	1.4622483	5.2223457847005854e-92	1.2742871871055076e-88
3	RP1	20.170324	1.4679322	1.784652042525862e-90	4.082503088030567e-87
3	PDE6G	19.62184	1.3011994	1.0064593655504287e-85	2.119636176753021e-82
3	HCN1	19.620054	1.3755594	1.0424155400550362e-85	2.119636176753021e-82
3	AIPL1	19.484718	1.2994767	1.4799059661722334e-84	2.708301913393496e-81
3	USH2A	19.38052	1.5417727	1.1270198242658292e-83	1.9642882184739815e-80
3	AC044810.2	19.158533	1.5466746	8.215705435774914e-82	1.3074044984991202e-78
3	EPB41L2	19.042074	1.2027133	7.643908267243607e-81	1.1063476078320205e-77
3	DMD	19.04062	1.4684116	7.85908521724339e-81	1.1063476078320205e-77
3	AC079362.1	18.989954	1.5035938	2.0650897197353405e-80	2.7994203271123405e-77
3	PPEF2	18.315182	1.4667083	6.261670181096226e-75	7.639446343276766e-72
3	PTPN13	18.306585	1.3092122	7.332517626154178e-75	8.657337988221583e-72
3	EYS	18.1431	1.9920765	1.4557952668912636e-73	1.6651113301089733e-70
3	DISC1	18.029514	1.3585104	1.1429284869816163e-72	1.2676462288489133e-69
3	RCVRN	18.023335	1.1268307	1.2780369999895302e-72	1.3758068304887292e-69
3	TTC39C	17.864305	1.3588445	2.236985493243746e-71	2.3393116010918384e-68
3	ROM1	17.653563	1.2732321	9.553522826287869e-70	9.713013582360063e-67
3	PRPH2	17.552568	1.2939891	5.684908883973663e-69	5.623604055738381e-66
3	MARCH1	17.42321	1.1919818	5.500302467861579e-68	5.161963349389786e-65
3	GNGT1	17.23787	1.212987	1.3803315675682632e-66	1.2630378926141502e-63
3	PROM1	17.209007	1.2147708	2.2729762420949526e-66	2.029102522851643e-63
3	LHFPL3	16.880342	1.1135228	6.277997911411634e-64	5.222295489899482e-61
3	GNAT1	16.878483	1.3810571	6.478927924343774e-64	5.2696720213090326e-61
3	TMEM108	16.821848	1.225514	1.6880768515535954e-63	1.3431587139937642e-60
3	BBS9	16.802475	1.0606244	2.3406861994746583e-63	1.7848219913952493e-60
3	DSCAML1	16.801125	1.0775132	2.3945804665644148e-63	1.788653870545391e-60
3	RIMS2	16.722168	0.7779219	9.037110367786479e-63	6.485632873948096e-60
3	IMPG1	16.643333	1.1921488	3.3825279104162733e-62	2.3359227179084154e-59
3	GPC6	16.197655	1.242449	5.23878781777196e-59	3.1957478819711916e-56
3	MPP4	16.17754	1.2646242	7.263999427055697e-59	4.358518738191239e-56
3	CADM1	16.129648	0.68482095	1.5791652185127796e-58	9.322423574642943e-56
3	MAK	16.123455	1.1000104	1.7457020406977304e-58	1.0141974665329782e-55
3	IMPG2	15.9868355	1.1675117	1.5784866536737954e-57	9.027217189236654e-55
3	ARMC9	15.88461	1.1366863	8.100009051531798e-57	4.5610527891556206e-54
3	GNB1	15.646204	1.0647833	3.526358402580533e-55	1.8705542593166677e-52
3	NEGR1	15.592653	0.8366024	8.16698706923017e-55	4.270284196012764e-52
3	NR2E3	15.523227	1.2719344	2.4158995221090705e-54	1.2281158112321401e-51
3	AL353784.1	15.45753	1.1796616	6.712354796063016e-54	3.3654643546671566e-51
3	SCAPER	15.240876	0.77529866	1.8931338154062198e-52	9.11718299706356e-50
3	RHO	15.133987	1.2036132	9.665712714029547e-52	4.478161405648043e-49
4	TF	51.444748	7.26825	0.0	0.0
4	GABRG3	51.278522	8.770952	0.0	0.0
4	CTNNA2	50.988857	6.5183587	0.0	0.0
4	GLUL	49.916756	6.186373	0.0	0.0
4	WIF1	49.780632	8.064308	0.0	0.0
4	NAV2	49.611935	6.889211	0.0	0.0
4	RTN4	49.086617	3.905805	0.0	0.0
4	FOXP2	48.91161	9.418008	0.0	0.0
4	LRRC4C	48.87665	5.195755	0.0	0.0
4	TRPM3	48.638744	5.987754	0.0	0.0
4	AKAP12	48.35938	7.1806717	0.0	0.0
4	PRKG1	47.94367	6.243916	0.0	0.0
4	GABRG3-AS1	47.77103	8.118139	0.0	0.0
4	KAZN	47.429237	5.7668104	0.0	0.0
4	STAC2	47.409416	7.2804246	0.0	0.0
4	LSAMP	46.90977	4.795871	0.0	0.0
4	MYO3A	46.63277	8.853524	0.0	0.0
4	GPM6A	46.627827	4.7550483	0.0	0.0
4	HKDC1	46.374905	9.395565	0.0	0.0
4	SPOCK1	46.29628	6.2230315	0.0	0.0
4	PIP5K1B	45.966206	6.612451	0.0	0.0
4	RLBP1	45.923565	6.908567	0.0	0.0
4	KIAA1217	45.826855	5.2273765	0.0	0.0
4	CP	45.48979	7.3756847	0.0	0.0
4	NEAT1	45.41851	4.9184113	0.0	0.0
4	DACH1	45.06556	5.3629045	0.0	0.0
4	TRDN	44.94134	8.563774	0.0	0.0
4	SLC1A3	44.5556	8.139581	0.0	0.0
4	ADGRL3	44.061302	5.248866	0.0	0.0
4	CDH23	43.77277	8.534332	0.0	0.0
4	HES1	43.568115	7.234769	0.0	0.0
4	GPX3	43.52031	4.747493	0.0	0.0
4	NAV3	43.512177	5.440353	0.0	0.0
4	ARHGAP32	43.44813	3.7952785	0.0	0.0
4	PDE8B	43.44486	6.0845375	0.0	0.0
4	APP	43.32647	4.9115276	0.0	0.0
4	FRZB	43.187874	5.673638	0.0	0.0
4	EGF	43.07552	8.378352	0.0	0.0
4	MIR100HG	43.04979	6.011739	0.0	0.0
4	DKK3	43.04633	5.6155934	0.0	0.0
4	RGR	43.018562	6.351959	0.0	0.0
4	MIR99AHG	42.83906	4.5806518	0.0	0.0
4	ZHX2	42.764317	7.010896	0.0	0.0
4	PDE10A	42.670433	5.755243	0.0	0.0
4	MAPK4	42.320816	5.2610235	0.0	0.0
4	LGR4	42.203033	4.2459793	0.0	0.0
4	PLCE1	42.091564	6.404058	0.0	0.0
4	RASGRP1	41.862926	6.088569	0.0	0.0
4	TANC1	41.72927	4.6558733	0.0	0.0
4	COL23A1	41.700214	8.05422	0.0	0.0
5	SAMD5	40.59903	7.573986	0.0	0.0
5	SDK1	40.591206	7.291214	0.0	0.0
5	AL033504.1	40.106007	7.392901	0.0	0.0
5	LRRTM4	39.935215	6.4530106	0.0	0.0
5	CDH12	39.814274	4.3202214	0.0	0.0
5	PRKCA	39.777916	4.8094873	0.0	0.0
5	PTPRM	39.612873	6.511481	0.0	0.0
5	MTUS2	38.91566	5.5806427	0.0	0.0
5	DGKI	38.789085	5.5215573	0.0	0.0
5	RGS7	38.76437	5.5651407	0.0	0.0
5	KCNH5	38.495167	6.1909924	0.0	0.0
5	NTNG1	38.490128	6.455308	0.0	0.0
5	GRM5	38.238995	5.852719	0.0	0.0
5	TRPM1	38.20353	6.082784	0.0	0.0
5	ST6GALNAC5	38.171932	6.178825	0.0	0.0
5	DAB1	38.051617	5.102348	0.0	0.0
5	DLG2	38.049583	3.4199584	0.0	0.0
5	DOK6	37.921715	5.5139804	0.0	0.0
5	EDIL3	37.6655	5.1540422	1.82427506393726e-310	3.5142258744825124e-307
5	PDZRN4	37.44922	6.4487567	6.185164701582526e-307	1.1319160662131103e-303
5	ADGRL2	37.32442	4.6733785	6.593264526955577e-305	1.1491432140528622e-301
5	RYR2	37.177914	5.0732927	1.5524853118895935e-302	2.582841586385046e-299
5	FGF12	37.095074	4.931867	3.3732004150905053e-301	5.367935147509895e-298
5	LINGO2	36.8708	5.621266	1.357858782740408e-297	2.070791221128403e-294
5	TMEM196	36.767307	5.913619	6.150716571756451e-296	9.004895089714315e-293
5	NETO1	36.62368	5.385719	1.2011327548292187e-293	1.6908715369040092e-290
5	CA10	36.01067	5.561286	5.695544066269341e-284	7.720837347019414e-281
5	MDGA2	35.91317	5.2972107	1.903009799244694e-282	2.4875736307912518e-279
5	MCTP2	35.870457	7.2455463	8.826063330798774e-282	1.1139404964502274e-278
5	PTPRG	35.687412	4.7987294	6.1974024293013854e-279	7.561037543828666e-276
5	MACROD2	35.543915	3.3934176	1.031729109281626e-276	1.2181392622198966e-273
5	PRKCE	35.496716	3.9316308	5.523912524687885e-276	6.318147572378165e-273
5	SERPINI1	35.423317	5.026394	7.472464339194627e-275	8.287868705420077e-272
5	GNAO1	35.167973	4.4400687	6.176190519121853e-271	6.648669093834674e-268
5	ATRNL1	35.114708	4.4309044	4.020341030057404e-270	4.204242915460887e-267
5	SYNE1	34.9527	3.3981102	1.1782250023315627e-267	1.1978948141760423e-264
5	SLC4A10	34.898304	4.098858	7.888139043154184e-267	7.803075057256387e-264
5	CALM1	34.886223	3.928876	1.2028820542830538e-266	1.1585970018108962e-263
5	CNTN5	34.62514	5.697822	1.0574777978028373e-262	9.924293558302987e-260
5	GRID2	34.467842	4.764847	2.4335343789637704e-260	2.226744795111324e-257
5	ROBO2	34.34996	5.3515773	1.410384901070886e-258	1.2590609210755e-255
5	B4GALT6	34.28183	5.112035	1.4639864479254628e-257	1.2757944757266634e-254
5	CADPS	34.012466	4.0562086	1.457469806804983e-253	1.2405779627643995e-250
5	PTPRT	33.690094	4.8927727	8.074059065738139e-249	6.71633263329731e-246
5	ABCD2	33.489285	5.1907864	6.902874800757235e-246	5.614491568500345e-243
5	KHDRBS3	33.38463	4.3922434	2.2916347179527078e-244	1.8233939632997186e-241
5	FMN1	33.28866	2.6510592	5.634418316391243e-243	4.387773293579487e-240
5	CNTN4	33.219654	4.4179473	5.601322328616847e-242	4.2711249697855256e-239
5	GABRR2	33.191544	4.874589	1.4258835557123867e-241	1.0650768167883482e-238
5	SEMA3E	33.04571	5.1891217	1.7926458907460343e-239	1.3122526449439121e-236
6	KCNB2	38.147137	8.586088	0.0	0.0
6	PEX5L	37.365433	7.2384815	1.4238510874402222e-305	2.6057186825699787e-301
6	AC023905.1	37.213043	9.489442	4.198880903227066e-303	5.122774664633794e-299
6	SLC24A2	36.244125	5.699352	1.2297035882845367e-287	1.1252095258700583e-283
6	NEDD4L	35.84728	5.556396	2.0277638039973694e-281	1.4843636598021545e-277
6	GALNT13	35.60067	5.543666	1.3679210003495703e-277	8.34454608896577e-274
6	SEMA6D	35.362198	6.879507	6.511062375027278e-274	3.4044484855481917e-270
6	XYLT1	35.293972	5.361149	7.265804352124391e-273	3.324196313651311e-269
6	CNGB3	35.13834	8.415704	1.751815872732116e-270	7.124245861985353e-267
6	AC112206.2	34.52502	11.468771	3.379962072478578e-261	1.2370999181478844e-257
6	LRFN2	33.32504	5.4499903	1.6754736139437808e-243	5.574909976723302e-240
6	ARR3	32.93467	6.9403195	7.013469073856616e-238	2.1391665131018833e-234
6	MAML2	32.7061	3.561261	1.2791167583108986e-234	3.6013040362259384e-231
6	MSR1	32.601505	6.8327394	3.904751009834626e-233	1.0208413693639795e-229
6	LINC02343	32.53792	7.4420886	3.1030013426936945e-232	7.571530142928794e-229
6	GRK7	32.506546	8.812555	8.617009650790674e-232	1.9711948139286842e-228
6	AC011586.2	31.590494	6.603509	4.986918348507982e-219	1.0736835204337686e-215
6	LINC00457	31.568037	7.3843274	1.0142054458041213e-218	2.0622740845487024e-215
6	AC019197.1	31.259405	5.2154	1.663427254059676e-214	3.2043737329388525e-211
6	PRR16	31.217886	4.9344406	6.09327555336461e-214	1.1150998926434906e-210
6	BACH2	30.703999	4.608358	5.0335010262249874e-207	8.374144139130035e-204
6	DZIP3	30.124857	3.8833623	2.2903772971469278e-199	3.644786932733683e-196
6	COL4A3	30.074488	4.076335	1.0448474397189517e-198	1.5934358808813894e-195
6	MPPED2	29.885107	4.0653567	3.0728300741701524e-196	4.49874614178807e-193
6	ARL15	29.526196	3.447642	1.3276698945276539e-191	1.8690017619079486e-188
6	RHOBTB1	29.512112	3.4611528	2.0130327069003356e-191	2.7288522261207104e-188
6	DLG2	29.2199	2.3577902	1.0836522783632586e-187	1.416527037156201e-184
6	PPP4R4	28.95421	5.781638	2.483929455908403e-184	3.1349759315759813e-181
6	PDE6H	28.895786	4.7735114	1.3487248356533383e-183	1.6454892569915944e-180
6	CCSER1	28.801722	1.8781508	2.0410716032824778e-182	2.409847153281999e-179
6	CC2D2A	28.75927	2.8072608	6.936037259182876e-182	7.933309366354764e-179
6	GUCA1C	28.721485	5.253883	2.0573293024617644e-181	2.2818275696788798e-178
6	DST	28.33025	2.852005	1.4658876437849088e-176	1.5780280485344543e-173
6	MIR3976HG	27.964958	8.144337	4.3370248432105285e-172	4.5354127510385304e-169
6	WWC1	27.837097	4.788387	1.5434482228695538e-170	1.569215233479126e-167
6	EMB	27.690071	5.239232	9.195150522689519e-169	9.09599200759349e-166
6	MSRA	27.543524	4.276028	5.290975166251425e-167	5.096183738420221e-164
6	PRELID2	27.432049	2.7900958	1.1377486658123784e-165	1.0677625363435605e-162
6	EGFLAM	27.298403	2.9848905	4.430984025923294e-164	4.054461158320462e-161
6	EPB41L3	27.282639	3.3998306	6.816879692002763e-164	6.08547838065837e-161
6	FMN1	27.27047	2.303237	9.504488606726845e-164	8.282709226066887e-161
6	TAFA4	27.025425	4.421586	7.429682043320722e-161	6.3240416852925986e-158
6	FSD1L	26.87297	2.6993606	4.54689684656164e-159	3.7822948063864225e-156
6	PPM1E	26.848745	2.800841	8.72411401346384e-159	7.095806600150889e-156
6	AC106798.1	26.494354	10.037432	1.1258486139053242e-154	8.767486195223143e-152
6	STXBP5L	26.135983	3.3808923	1.422475717326693e-150	1.084667369372381e-147
6	CNTN1	26.106356	3.2571027	3.087635433139418e-150	2.3063376426190988e-147
6	LDLRAD4	25.704758	2.5386086	1.0341339066396533e-145	7.570067023383591e-143
6	AL161716.1	25.64805	7.0047593	4.4452439145779184e-145	3.1902033826954192e-142
6	THRB	25.579298	2.5249362	2.5933014349684986e-144	1.8253351119477312e-141
7	DOK6	32.569843	4.8958583	1.0966581335420582e-232	4.013878434577288e-228
7	CADPS	32.32035	4.146225	3.6219145263265464e-229	6.628284678903896e-225
7	MDGA2	31.29424	4.891286	5.58893861649083e-215	6.818691410072696e-211
7	TMTC2	31.151281	4.5864916	4.8732956139848665e-213	4.4591873191865026e-209
7	KCNMA1	30.997875	4.2037807	5.757838564349394e-211	4.214852985875044e-207
7	PCDH9	30.864794	4.6744404	3.5469291131858784e-209	2.1636858745286055e-205
7	SAMSN1	30.624199	4.617947	5.830471560616963e-206	3.048586994144878e-202
7	RORA	30.478031	2.6053321	5.0952477043725045e-204	2.3311395153467256e-200
7	CA10	30.043568	4.8623266	2.649322366726134e-198	1.077420532717147e-194
7	TRPM1	29.95317	5.1171165	4.000837928952779e-197	1.4643466903760066e-193
7	GRM5	28.860718	4.4609685	3.7175970178467735e-183	1.236979713183725e-179
7	ROBO2	28.785671	4.996192	3.2419306249421364e-182	9.888158566958927e-179
